Equipment ID,Equipment Type,Purchase Date,Last Maintenance Date,Maintenance Status,Equipment Cost (CAD),Usage Hours,Location,Supplier,Warranty Expiry Date,Next Maintenance Due Date,Usage Days Since Last Maintenance,Usage Hours Since Last Maintenance,Time Since Last Maintenance (Days),Maintenance Frequency (Times),Failure History,Condition Rating,Failure Prediction (Target)
EQ00137,Score Display,2017-01-16 0:00,2024-01-15 0:00,Under Repair,48654.58,6197,Main Field,Turf Solutions,2019-05-12 0:00,2019-09-22 0:00,256,6135,230,2,0,1,1
EQ00138,Turf Maintenance Machine,2019-12-07 0:00,2021-11-05 0:00,Under Repair,44224.9,7173,Main Field,Field Systems Ltd.,2015-08-16 0:00,2015-12-05 0:00,297,7138,1031,6,0,2,1
EQ00139,Field Marking Equipment,2020-06-10 0:00,2020-05-24 0:00,Good,22199.72,5336,West Stand,Goalkeepers Inc.,2019-03-26 0:00,2018-11-04 0:00,217,5199,1561,5,0,8,0
EQ00140,Cameras,2019-09-30 0:00,2018-11-07 0:00,Good,43313.71,9557,North Stand,Audio Visual Experts,2017-11-04 0:00,2017-02-02 0:00,395,9473,2125,8,0,9,0
EQ00141,Goalpost,2020-10-26 0:00,2018-02-24 0:00,Under Repair,14826.5,3983,South Stand,Turf Solutions,2017-09-28 0:00,2017-04-21 0:00,164,3929,2381,3,0,1,1
EQ00142,Lighting System,2022-04-28 0:00,2015-03-12 0:00,Good,26051.15,6787,West Stand,Audio Visual Experts,2019-05-26 0:00,2017-01-03 0:00,280,6708,3461,1,0,8,0
EQ00143,Score Display,2024-02-23 0:00,2018-06-09 0:00,Under Repair,3345.97,2714,West Stand,Lighting Masters,2016-03-03 0:00,2019-05-03 0:00,108,2590,2276,6,0,2,1
EQ00144,Turnstiles,2022-03-05 0:00,2021-05-23 0:00,Replaced,7343.07,2356,North Stand,Audio Visual Experts,2019-08-19 0:00,2015-05-03 0:00,90,2158,1197,4,0,9,0
EQ00145,Turnstiles,2015-10-07 0:00,2017-06-01 0:00,Under Repair,38272.62,9434,West Stand,Turf Solutions,2015-11-25 0:00,2016-01-01 0:00,392,9412,2649,2,0,1,1
EQ00146,Field Marking Equipment,2015-12-11 0:00,2022-03-09 0:00,Good,23623.44,8766,West Stand,Sports Equipment Co.,2016-01-24 0:00,2015-07-09 0:00,360,8643,907,2,0,8,0
EQ00147,Turnstiles,2021-03-10 0:00,2020-12-12 0:00,Needs Repair,37632.51,3690,South Stand,Field Systems Ltd.,2019-02-21 0:00,2016-04-05 0:00,153,3660,1359,9,1,5,0
EQ00148,Seats,2016-04-16 0:00,2024-07-31 0:00,Under Repair,25336.5,2464,West Stand,Audio Visual Experts,2016-11-05 0:00,2017-07-30 0:00,97,2328,32,4,0,1,1
EQ00149,Lighting System,2015-06-16 0:00,2024-06-19 0:00,Under Repair,31433.84,474,South Stand,Field Systems Ltd.,2019-11-08 0:00,2016-08-01 0:00,14,338,74,9,0,2,0
EQ00150,Scoreboard,2018-04-21 0:00,2020-12-06 0:00,Replaced,17380.42,1229,East Stand,Field Systems Ltd.,2019-06-09 0:00,2015-02-06 0:00,47,1131,1365,7,1,8,0
EQ00151,Score Display,2017-06-07 0:00,2016-12-01 0:00,Under Repair,32335.38,3756,East Stand,Audio Visual Experts,2015-01-10 0:00,2019-03-18 0:00,151,3618,2831,2,0,1,1
EQ00152,Field Marking Equipment,2022-04-09 0:00,2016-08-12 0:00,Good,47735.83,8634,North Stand,Sports Equipment Co.,2019-08-07 0:00,2019-03-10 0:00,359,8617,2942,6,0,7,0
EQ00153,Goalpost,2024-04-27 0:00,2022-11-27 0:00,Good,22536.13,3674,South Stand,Goalkeepers Inc.,2016-02-09 0:00,2017-12-04 0:00,150,3601,644,1,0,8,0
EQ00154,Field Marking Equipment,2023-09-17 0:00,2022-06-20 0:00,Needs Repair,25264.52,9640,South Stand,Goalkeepers Inc.,2018-12-03 0:00,2018-06-30 0:00,399,9567,804,1,1,4,1
EQ00155,Score Display,2016-04-09 0:00,2017-07-05 0:00,Under Repair,15772.23,6893,East Stand,Goalkeepers Inc.,2019-06-16 0:00,2016-07-27 0:00,286,6872,2615,6,0,2,1
EQ00156,Audio System,2022-12-10 0:00,2020-10-10 0:00,Replaced,656.86,2136,Main Field,Lighting Masters,2016-11-15 0:00,2015-07-26 0:00,89,2131,1422,4,0,9,0
EQ00157,Field Marking Equipment,2017-10-20 0:00,2016-06-05 0:00,Good,28805.76,9398,Main Field,Field Systems Ltd.,2019-05-23 0:00,2015-11-30 0:00,389,9345,3010,2,0,7,0
EQ00158,Scoreboard,2015-08-17 0:00,2015-10-08 0:00,Needs Repair,6922.94,2903,East Stand,Goalkeepers Inc.,2019-03-23 0:00,2018-05-29 0:00,121,2902,3251,5,0,5,0
EQ00159,Goalpost,2015-09-11 0:00,2017-11-29 0:00,Good,21187.48,3445,East Stand,Field Systems Ltd.,2016-04-05 0:00,2019-03-22 0:00,136,3274,2468,2,0,8,0
EQ00160,Scoreboard,2018-08-22 0:00,2019-10-21 0:00,Under Repair,33863.57,998,South Stand,Goalkeepers Inc.,2017-07-11 0:00,2019-07-17 0:00,38,909,1777,9,1,1,1
EQ00161,Score Display,2019-07-15 0:00,2022-06-23 0:00,Good,24904.45,5636,South Stand,Turf Solutions,2019-10-16 0:00,2018-03-17 0:00,232,5566,801,1,1,9,0
EQ00162,Lighting System,2019-09-17 0:00,2019-12-10 0:00,Needs Repair,19843.08,4999,East Stand,Lighting Masters,2019-11-08 0:00,2017-02-15 0:00,206,4935,1727,4,1,4,1
EQ00163,Turnstiles,2018-01-01 0:00,2015-07-20 0:00,Replaced,22600.41,9011,Main Field,Field Systems Ltd.,2016-06-10 0:00,2018-02-01 0:00,367,8818,3331,8,0,9,0
EQ00164,Audio System,2018-02-27 0:00,2016-01-06 0:00,Needs Repair,28803.48,3062,South Stand,Audio Visual Experts,2017-07-26 0:00,2018-04-26 0:00,122,2936,3161,4,0,4,1
EQ00165,Seats,2019-10-23 0:00,2021-10-28 0:00,Replaced,21371.1,8327,Main Field,Goalkeepers Inc.,2015-08-11 0:00,2017-02-14 0:00,341,8192,1039,8,1,8,0
EQ00166,Scoreboard,2016-11-19 0:00,2019-03-26 0:00,Replaced,13590.97,9566,South Stand,Audio Visual Experts,2017-08-26 0:00,2019-04-07 0:00,397,9521,1986,4,0,8,0
EQ00167,Score Display,2018-05-07 0:00,2016-05-11 0:00,Replaced,18976.01,8844,South Stand,Lighting Masters,2017-07-15 0:00,2019-01-22 0:00,365,8761,3035,3,0,9,0
EQ00168,Audio System,2020-02-08 0:00,2016-10-27 0:00,Replaced,44793.94,4423,Main Field,Field Systems Ltd.,2016-06-05 0:00,2015-11-26 0:00,182,4376,2866,6,0,8,0
EQ00169,Audio System,2021-01-25 0:00,2019-10-11 0:00,Under Repair,19373.75,6709,Main Field,Sports Equipment Co.,2015-05-30 0:00,2016-05-18 0:00,276,6622,1787,9,0,1,1
EQ00170,Turnstiles,2020-07-04 0:00,2023-07-04 0:00,Under Repair,8941.83,8670,West Stand,Turf Solutions,2015-11-08 0:00,2019-01-12 0:00,354,8487,425,4,0,2,1
EQ00171,Seats,2017-08-28 0:00,2015-04-10 0:00,Under Repair,43571.56,4571,South Stand,Audio Visual Experts,2018-01-27 0:00,2017-10-11 0:00,183,4391,3432,4,0,2,1
EQ00172,Turf Maintenance Machine,2015-02-06 0:00,2017-05-25 0:00,Good,38034.49,1053,West Stand,Sports Equipment Co.,2019-10-24 0:00,2016-07-04 0:00,40,965,2656,2,1,8,0
EQ00173,Cameras,2020-08-17 0:00,2020-04-24 0:00,Under Repair,13662.51,1814,Main Field,Audio Visual Experts,2019-09-05 0:00,2016-08-22 0:00,70,1670,1591,6,0,1,1
EQ00174,Seats,2021-05-13 0:00,2015-06-16 0:00,Needs Repair,43658.41,7490,East Stand,Audio Visual Experts,2016-12-27 0:00,2016-07-03 0:00,310,7429,3365,5,0,4,1
EQ00175,Turf Maintenance Machine,2022-11-19 0:00,2021-11-11 0:00,Good,14754.99,3809,East Stand,Sports Equipment Co.,2018-10-10 0:00,2018-05-25 0:00,153,3662,1025,4,0,9,0
EQ00176,Turf Maintenance Machine,2015-06-27 0:00,2022-10-26 0:00,Replaced,42719.29,818,North Stand,Audio Visual Experts,2016-04-26 0:00,2017-12-24 0:00,32,758,676,4,0,8,0
EQ00177,Field Marking Equipment,2016-06-27 0:00,2022-11-02 0:00,Good,24146.7,2812,North Stand,Field Systems Ltd.,2018-11-11 0:00,2017-12-21 0:00,116,2775,669,1,0,9,0
EQ00178,Lighting System,2016-01-02 0:00,2021-02-06 0:00,Under Repair,42939.35,7275,South Stand,Field Systems Ltd.,2018-05-15 0:00,2018-06-27 0:00,300,7189,1303,4,0,1,1
EQ00179,Seats,2024-04-08 0:00,2018-10-20 0:00,Replaced,6511.63,9994,East Stand,Sports Equipment Co.,2019-07-28 0:00,2017-05-19 0:00,413,9915,2143,2,0,9,0
EQ00180,Cameras,2015-10-13 0:00,2015-11-16 0:00,Good,9629.95,6651,East Stand,Sports Equipment Co.,2015-02-01 0:00,2017-08-12 0:00,275,6595,3212,3,0,8,0
EQ00181,Field Marking Equipment,2019-02-09 0:00,2018-10-31 0:00,Needs Repair,1062.39,5789,North Stand,Turf Solutions,2019-10-04 0:00,2019-11-29 0:00,237,5676,2132,7,0,5,0
EQ00182,Cameras,2017-07-01 0:00,2015-03-08 0:00,Needs Repair,37187.49,9927,Main Field,Lighting Masters,2019-08-07 0:00,2017-07-30 0:00,408,9787,3465,6,0,5,0
EQ00183,Turf Maintenance Machine,2016-11-20 0:00,2016-01-17 0:00,Replaced,19526.17,7289,East Stand,Goalkeepers Inc.,2018-12-26 0:00,2019-11-07 0:00,298,7150,3150,8,0,9,0
EQ00184,Turnstiles,2024-05-01 0:00,2023-10-10 0:00,Replaced,32171.72,7399,North Stand,Lighting Masters,2016-11-13 0:00,2015-01-31 0:00,301,7227,327,4,0,8,0
EQ00185,Field Marking Equipment,2016-07-17 0:00,2015-05-24 0:00,Good,4983.43,8511,East Stand,Field Systems Ltd.,2019-12-06 0:00,2019-02-17 0:00,352,8455,3388,3,0,7,0
EQ00186,Turf Maintenance Machine,2022-08-25 0:00,2024-07-22 0:00,Replaced,29109.44,9456,East Stand,Turf Solutions,2015-03-11 0:00,2019-07-07 0:00,390,9362,41,3,0,8,0
EQ00187,Field Marking Equipment,2018-07-08 0:00,2021-09-10 0:00,Replaced,13667.9,7989,East Stand,Audio Visual Experts,2019-05-09 0:00,2018-07-31 0:00,331,7954,1087,8,0,9,0
EQ00188,Audio System,2019-04-20 0:00,2023-01-08 0:00,Replaced,20424.75,1497,South Stand,Field Systems Ltd.,2015-08-19 0:00,2019-05-05 0:00,54,1303,602,8,0,9,0
EQ00189,Scoreboard,2018-06-29 0:00,2023-05-31 0:00,Under Repair,11625.98,8418,West Stand,Sports Equipment Co.,2018-04-02 0:00,2019-12-17 0:00,344,8244,459,1,0,2,1
EQ00190,Field Marking Equipment,2015-07-31 0:00,2024-08-28 0:00,Replaced,26526.89,9394,North Stand,Field Systems Ltd.,2015-10-19 0:00,2018-07-14 0:00,390,9356,4,7,0,8,0
EQ00191,Audio System,2021-10-13 0:00,2015-11-28 0:00,Good,4046.61,8890,West Stand,Turf Solutions,2017-10-18 0:00,2018-09-06 0:00,364,8740,3200,4,0,7,0
EQ00192,Lighting System,2016-10-02 0:00,2022-03-12 0:00,Needs Repair,7553.23,6542,Main Field,Lighting Masters,2016-07-12 0:00,2016-05-03 0:00,266,6393,904,8,0,5,0
EQ00193,Audio System,2022-03-07 0:00,2021-10-05 0:00,Replaced,37344.1,3294,Main Field,Audio Visual Experts,2015-01-25 0:00,2016-03-28 0:00,134,3209,1062,6,0,9,0
EQ00194,Seats,2022-07-23 0:00,2024-01-08 0:00,Under Repair,7551,9029,Main Field,Lighting Masters,2016-05-07 0:00,2019-02-09 0:00,369,8848,237,5,0,1,1
EQ00195,Scoreboard,2021-12-10 0:00,2019-02-09 0:00,Replaced,12572.42,1787,Main Field,Goalkeepers Inc.,2015-05-03 0:00,2016-05-07 0:00,72,1725,2031,8,0,8,0
EQ00196,Goalpost,2019-04-07 0:00,2018-07-14 0:00,Needs Repair,9986.66,3704,Main Field,Turf Solutions,2017-04-14 0:00,2015-06-25 0:00,149,3586,2241,1,0,4,1
EQ00197,Cameras,2016-04-19 0:00,2021-08-14 0:00,Replaced,6468.2,5907,West Stand,Turf Solutions,2017-07-28 0:00,2016-02-18 0:00,244,5858,1114,1,1,9,0
EQ00198,Turnstiles,2024-02-15 0:00,2021-01-24 0:00,Needs Repair,39847.85,9682,North Stand,Goalkeepers Inc.,2016-10-03 0:00,2015-07-25 0:00,399,9568,1316,3,1,4,1
EQ00199,Cameras,2015-01-16 0:00,2022-05-21 0:00,Needs Repair,15069.73,5809,West Stand,Turf Solutions,2016-02-06 0:00,2015-01-25 0:00,235,5628,834,9,0,5,0
EQ00200,Field Marking Equipment,2019-02-11 0:00,2015-09-06 0:00,Needs Repair,27273.26,5489,North Stand,Turf Solutions,2017-09-25 0:00,2019-12-02 0:00,221,5313,3283,8,0,5,0
EQ00201,Field Marking Equipment,2022-12-02 0:00,2016-11-02 0:00,Good,25533.26,4684,North Stand,Field Systems Ltd.,2016-07-19 0:00,2015-08-15 0:00,194,4646,2860,9,0,7,0
EQ00202,Cameras,2016-06-05 0:00,2018-05-12 0:00,Good,45220.73,2524,West Stand,Sports Equipment Co.,2017-08-01 0:00,2017-01-22 0:00,105,2513,2304,9,0,7,0
EQ00203,Goalpost,2017-11-27 0:00,2016-09-04 0:00,Needs Repair,25521.13,9333,West Stand,Turf Solutions,2019-06-05 0:00,2019-01-25 0:00,384,9213,2919,1,0,4,1
EQ00204,Scoreboard,2017-09-15 0:00,2024-07-02 0:00,Needs Repair,30352.08,7659,Main Field,Goalkeepers Inc.,2019-06-28 0:00,2015-08-02 0:00,317,7599,61,7,0,5,0
EQ00205,Turf Maintenance Machine,2021-09-24 0:00,2018-01-05 0:00,Replaced,49712.92,4537,North Stand,Audio Visual Experts,2017-07-07 0:00,2018-04-03 0:00,182,4358,2431,8,0,8,0
EQ00206,Audio System,2019-05-19 0:00,2018-08-08 0:00,Needs Repair,36067.47,7354,Main Field,Lighting Masters,2017-01-14 0:00,2015-05-01 0:00,304,7300,2216,9,0,5,0
EQ00207,Turnstiles,2019-02-28 0:00,2017-11-13 0:00,Good,13483.78,6985,Main Field,Audio Visual Experts,2017-02-09 0:00,2019-08-10 0:00,283,6794,2484,7,0,8,0
EQ00208,Score Display,2016-04-03 0:00,2022-12-12 0:00,Replaced,33391.33,2975,West Stand,Turf Solutions,2018-05-27 0:00,2016-04-11 0:00,122,2916,629,2,1,8,0
EQ00209,Score Display,2016-02-26 0:00,2020-03-15 0:00,Under Repair,33122.57,6138,Main Field,Field Systems Ltd.,2015-06-11 0:00,2016-11-26 0:00,251,6031,1631,9,0,1,1
EQ00210,Score Display,2016-11-28 0:00,2019-09-21 0:00,Good,10972.51,458,North Stand,Audio Visual Experts,2018-02-18 0:00,2015-12-18 0:00,11,274,1807,4,1,7,0
EQ00211,Score Display,2018-10-16 0:00,2024-02-06 0:00,Under Repair,35050.06,5315,Main Field,Goalkeepers Inc.,2016-09-09 0:00,2018-01-31 0:00,218,5226,208,6,0,2,1
EQ00212,Turnstiles,2016-10-21 0:00,2017-10-08 0:00,Under Repair,10085.27,4314,Main Field,Lighting Masters,2016-10-24 0:00,2016-10-14 0:00,174,4179,2520,7,0,1,1
EQ00213,Audio System,2016-03-24 0:00,2021-08-31 0:00,Good,11074.2,7478,North Stand,Field Systems Ltd.,2017-04-21 0:00,2016-11-17 0:00,305,7324,1097,6,0,9,0
EQ00214,Audio System,2015-11-09 0:00,2019-06-13 0:00,Good,12465.61,7867,Main Field,Turf Solutions,2018-03-31 0:00,2017-09-03 0:00,325,7789,1907,9,0,9,0
EQ00215,Goalpost,2017-05-26 0:00,2021-04-30 0:00,Needs Repair,12824.33,1449,West Stand,Audio Visual Experts,2017-04-11 0:00,2016-07-26 0:00,55,1313,1220,9,0,5,0
EQ00216,Seats,2019-12-05 0:00,2020-12-26 0:00,Needs Repair,18059.6,5547,North Stand,Sports Equipment Co.,2015-05-03 0:00,2016-12-28 0:00,229,5499,1345,5,0,5,0
EQ00217,Audio System,2022-07-10 0:00,2018-06-23 0:00,Under Repair,48325.8,206,West Stand,Goalkeepers Inc.,2017-06-20 0:00,2016-07-05 0:00,4,106,2262,6,0,1,0
EQ00218,Seats,2019-09-16 0:00,2024-05-28 0:00,Needs Repair,28692.92,7202,West Stand,Sports Equipment Co.,2016-03-21 0:00,2017-07-11 0:00,293,7034,96,2,0,5,0
EQ00219,Turnstiles,2022-03-01 0:00,2016-08-19 0:00,Good,46024.78,976,North Stand,Lighting Masters,2015-10-23 0:00,2017-08-25 0:00,35,851,2935,8,0,9,0
EQ00220,Scoreboard,2015-05-17 0:00,2018-07-16 0:00,Good,9839.18,2283,South Stand,Sports Equipment Co.,2018-10-26 0:00,2016-08-30 0:00,88,2109,2239,7,0,7,0
EQ00221,Cameras,2015-11-16 0:00,2015-03-20 0:00,Replaced,1534.06,6161,West Stand,Sports Equipment Co.,2019-09-27 0:00,2015-05-16 0:00,252,6059,3453,2,0,9,0
EQ00222,Cameras,2018-03-04 0:00,2023-02-03 0:00,Good,25167.14,1525,South Stand,Turf Solutions,2017-12-18 0:00,2017-12-15 0:00,60,1438,576,4,0,9,0
EQ00223,Lighting System,2017-06-13 0:00,2023-08-01 0:00,Under Repair,8320.44,6119,South Stand,Field Systems Ltd.,2017-03-10 0:00,2018-03-21 0:00,255,6118,397,9,0,1,1
EQ00224,Turf Maintenance Machine,2021-08-27 0:00,2022-05-02 0:00,Under Repair,3053.96,5305,East Stand,Turf Solutions,2016-05-30 0:00,2019-02-02 0:00,218,5242,853,2,0,1,1
EQ00225,Scoreboard,2022-12-13 0:00,2016-01-27 0:00,Good,36883.94,9525,North Stand,Lighting Masters,2019-06-13 0:00,2017-12-11 0:00,390,9350,3140,8,0,9,0
EQ00226,Cameras,2017-07-14 0:00,2018-05-12 0:00,Replaced,48476.82,1747,North Stand,Field Systems Ltd.,2017-06-27 0:00,2017-05-10 0:00,66,1587,2304,8,0,8,0
EQ00227,Goalpost,2023-02-13 0:00,2018-12-13 0:00,Replaced,21388.6,723,South Stand,Goalkeepers Inc.,2016-03-20 0:00,2015-06-07 0:00,27,647,2089,5,0,9,0
EQ00228,Turf Maintenance Machine,2023-04-02 0:00,2024-07-28 0:00,Replaced,37132.65,8324,South Stand,Field Systems Ltd.,2016-08-31 0:00,2017-10-26 0:00,340,8156,35,5,0,8,0
EQ00229,Score Display,2016-09-05 0:00,2019-08-02 0:00,Replaced,42887.5,3464,South Stand,Audio Visual Experts,2019-02-01 0:00,2019-03-05 0:00,142,3405,1857,2,0,9,0
EQ00230,Score Display,2016-04-12 0:00,2017-11-08 0:00,Needs Repair,17585.7,6810,East Stand,Audio Visual Experts,2017-05-24 0:00,2018-02-28 0:00,281,6753,2489,2,0,5,0
EQ00231,Seats,2022-01-27 0:00,2017-08-08 0:00,Good,46617.24,4537,Main Field,Field Systems Ltd.,2016-01-06 0:00,2016-02-05 0:00,182,4366,2581,7,0,9,0
EQ00232,Field Marking Equipment,2017-03-16 0:00,2015-02-11 0:00,Good,22435.79,5229,South Stand,Turf Solutions,2016-12-17 0:00,2016-11-14 0:00,217,5202,3490,1,0,7,0
EQ00233,Turnstiles,2015-08-28 0:00,2021-07-22 0:00,Under Repair,24706.87,8715,West Stand,Sports Equipment Co.,2015-06-04 0:00,2019-08-21 0:00,362,8687,1137,2,0,2,1
EQ00234,Audio System,2022-06-16 0:00,2022-05-04 0:00,Replaced,24375.16,6128,West Stand,Field Systems Ltd.,2018-08-27 0:00,2015-03-03 0:00,248,5955,851,9,0,9,0
EQ00235,Goalpost,2021-05-13 0:00,2017-02-04 0:00,Under Repair,23961.97,8554,East Stand,Sports Equipment Co.,2019-08-11 0:00,2018-05-19 0:00,350,8393,2766,3,1,2,1
EQ00236,Turf Maintenance Machine,2020-04-28 0:00,2024-02-17 0:00,Under Repair,12645.3,494,Main Field,Goalkeepers Inc.,2017-03-26 0:00,2018-04-11 0:00,14,336,197,5,0,1,0
EQ00237,Turf Maintenance Machine,2019-02-24 0:00,2022-06-06 0:00,Under Repair,4273.27,6509,North Stand,Field Systems Ltd.,2017-12-24 0:00,2019-10-01 0:00,269,6464,818,2,0,1,1
EQ00238,Goalpost,2019-06-30 0:00,2023-07-09 0:00,Needs Repair,28592.73,943,Main Field,Sports Equipment Co.,2018-05-03 0:00,2018-09-14 0:00,34,804,420,6,1,4,1
EQ00239,Audio System,2015-09-01 0:00,2023-07-17 0:00,Replaced,1549.27,8446,West Stand,Lighting Masters,2019-06-25 0:00,2019-03-10 0:00,347,8323,412,3,0,8,0
EQ00240,Cameras,2017-10-12 0:00,2020-11-10 0:00,Replaced,45483.15,5150,West Stand,Audio Visual Experts,2016-07-19 0:00,2015-09-03 0:00,207,4979,1391,7,0,9,0
EQ00241,Cameras,2015-07-23 0:00,2016-10-13 0:00,Under Repair,12319.23,7611,North Stand,Lighting Masters,2017-08-13 0:00,2019-09-19 0:00,309,7422,2880,9,0,1,1
EQ00242,Turnstiles,2018-08-04 0:00,2023-02-11 0:00,Replaced,17793.92,9837,Main Field,Sports Equipment Co.,2017-06-18 0:00,2017-04-07 0:00,410,9829,568,7,0,8,0
EQ00243,Goalpost,2018-05-22 0:00,2022-05-04 0:00,Under Repair,32829.32,2562,West Stand,Audio Visual Experts,2015-04-02 0:00,2016-06-04 0:00,104,2490,851,3,0,2,1
EQ00244,Turf Maintenance Machine,2016-09-26 0:00,2023-06-20 0:00,Replaced,38425.01,7058,South Stand,Lighting Masters,2018-07-29 0:00,2017-12-22 0:00,292,7019,439,5,0,9,0
EQ00245,Turnstiles,2022-09-30 0:00,2016-04-07 0:00,Needs Repair,36434.88,8786,East Stand,Lighting Masters,2016-08-05 0:00,2015-06-15 0:00,359,8626,3069,3,0,4,1
EQ00246,Score Display,2020-01-12 0:00,2019-11-22 0:00,Good,3615.44,7539,North Stand,Goalkeepers Inc.,2017-02-08 0:00,2016-11-13 0:00,313,7521,1745,4,0,7,0
EQ00247,Lighting System,2018-06-05 0:00,2023-09-30 0:00,Good,42982.2,4823,East Stand,Audio Visual Experts,2015-07-24 0:00,2019-04-12 0:00,197,4717,337,1,0,9,0
EQ00248,Turnstiles,2017-12-12 0:00,2015-06-06 0:00,Replaced,32308.71,70,East Stand,Audio Visual Experts,2017-05-03 0:00,2018-01-28 0:00,-2,-39,3375,4,0,9,0
EQ00249,Field Marking Equipment,2023-09-13 0:00,2023-08-26 0:00,Under Repair,3397.51,8502,Main Field,Sports Equipment Co.,2019-02-12 0:00,2019-05-06 0:00,353,8477,372,1,1,1,1
EQ00250,Scoreboard,2022-12-30 0:00,2018-08-31 0:00,Good,44121.96,865,West Stand,Field Systems Ltd.,2016-05-27 0:00,2016-09-05 0:00,34,827,2193,8,0,8,0
EQ00251,Field Marking Equipment,2019-02-02 0:00,2020-04-01 0:00,Good,38684.03,9719,East Stand,Lighting Masters,2015-12-21 0:00,2017-10-04 0:00,404,9686,1614,7,1,7,0
EQ00252,Scoreboard,2017-05-15 0:00,2018-01-22 0:00,Replaced,28331.57,8109,West Stand,Lighting Masters,2018-12-20 0:00,2016-11-18 0:00,333,7987,2414,8,0,9,0
EQ00253,Turnstiles,2023-01-14 0:00,2023-11-25 0:00,Good,9946.77,3439,West Stand,Sports Equipment Co.,2017-05-27 0:00,2016-04-23 0:00,141,3392,281,9,0,7,0
EQ00254,Lighting System,2017-09-19 0:00,2019-12-05 0:00,Good,30312.64,8094,South Stand,Goalkeepers Inc.,2017-08-28 0:00,2017-08-02 0:00,329,7901,1732,3,0,7,0
EQ00255,Score Display,2020-11-23 0:00,2023-06-14 0:00,Good,34270.04,9922,East Stand,Goalkeepers Inc.,2016-10-25 0:00,2017-04-10 0:00,409,9818,445,7,0,8,0
EQ00256,Audio System,2021-06-17 0:00,2015-03-14 0:00,Needs Repair,8082.73,1450,East Stand,Audio Visual Experts,2018-01-08 0:00,2018-12-08 0:00,59,1420,3459,5,0,5,0
EQ00257,Seats,2018-11-12 0:00,2022-03-09 0:00,Replaced,4360.8,2044,North Stand,Turf Solutions,2017-07-08 0:00,2016-05-14 0:00,82,1972,907,5,0,8,0
EQ00258,Field Marking Equipment,2015-12-31 0:00,2017-06-15 0:00,Replaced,19630.32,5330,North Stand,Goalkeepers Inc.,2017-08-31 0:00,2016-06-03 0:00,221,5301,2635,9,1,9,0
EQ00259,Turf Maintenance Machine,2020-10-24 0:00,2022-07-17 0:00,Needs Repair,44277.01,4694,Main Field,Lighting Masters,2015-03-28 0:00,2018-11-02 0:00,195,4676,777,4,0,4,1
EQ00260,Audio System,2021-01-05 0:00,2023-05-28 0:00,Replaced,12108.62,1377,North Stand,Lighting Masters,2015-09-25 0:00,2015-09-06 0:00,50,1198,462,6,0,9,0
EQ00261,Lighting System,2021-03-06 0:00,2020-11-10 0:00,Needs Repair,41195.01,2135,South Stand,Lighting Masters,2017-12-02 0:00,2018-09-17 0:00,84,2023,1391,4,0,5,0
EQ00262,Turf Maintenance Machine,2019-04-02 0:00,2016-03-27 0:00,Good,25217.79,3653,Main Field,Field Systems Ltd.,2018-03-24 0:00,2015-03-04 0:00,146,3501,3080,4,0,7,0
EQ00263,Turf Maintenance Machine,2017-05-15 0:00,2022-09-01 0:00,Good,6409.86,9573,North Stand,Lighting Masters,2017-04-05 0:00,2015-04-02 0:00,396,9507,731,6,0,8,0
EQ00264,Field Marking Equipment,2020-04-22 0:00,2016-09-04 0:00,Replaced,34822.94,6723,Main Field,Field Systems Ltd.,2015-05-22 0:00,2016-10-25 0:00,278,6671,2919,9,0,9,0
EQ00265,Goalpost,2016-05-12 0:00,2024-01-10 0:00,Under Repair,7325.5,5962,North Stand,Lighting Masters,2018-05-15 0:00,2018-07-12 0:00,245,5885,235,3,0,1,1
EQ00266,Lighting System,2020-05-10 0:00,2018-11-18 0:00,Good,22880.05,5057,West Stand,Lighting Masters,2018-07-25 0:00,2018-01-10 0:00,205,4916,2114,3,0,9,0
EQ00267,Lighting System,2022-11-28 0:00,2017-03-17 0:00,Replaced,48533.6,369,West Stand,Sports Equipment Co.,2019-05-28 0:00,2015-08-02 0:00,12,296,2725,5,0,8,0
EQ00268,Lighting System,2015-05-14 0:00,2019-04-19 0:00,Replaced,8216.37,5887,Main Field,Goalkeepers Inc.,2016-12-01 0:00,2017-01-29 0:00,240,5757,1962,7,0,9,0
EQ00269,Turnstiles,2022-09-22 0:00,2023-02-22 0:00,Good,40952.41,5016,East Stand,Goalkeepers Inc.,2016-12-31 0:00,2016-06-01 0:00,206,4951,557,3,0,9,0
EQ00270,Turf Maintenance Machine,2023-08-01 0:00,2021-06-26 0:00,Under Repair,11766.66,8120,West Stand,Sports Equipment Co.,2019-12-26 0:00,2019-02-11 0:00,337,8091,1163,1,0,2,1
EQ00271,Field Marking Equipment,2023-01-04 0:00,2017-09-11 0:00,Needs Repair,38571.72,6826,West Stand,Field Systems Ltd.,2015-10-26 0:00,2019-05-22 0:00,278,6664,2547,9,0,4,1
EQ00272,Goalpost,2016-05-06 0:00,2017-03-14 0:00,Under Repair,17292.42,9663,East Stand,Lighting Masters,2017-12-01 0:00,2019-06-04 0:00,395,9469,2728,6,0,1,1
EQ00273,Seats,2021-12-31 0:00,2021-06-27 0:00,Under Repair,4333.82,2558,North Stand,Audio Visual Experts,2019-10-28 0:00,2017-06-06 0:00,101,2417,1162,6,0,2,1
